Provincia,Partido,Localidad,Link Indec,ADSL_x,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Población,Latitud,Longitud,Total general
BUENOS AIRES,Rauch,OTROS,Sin Datos,0,0,0,0,0,0,0,15,,,,15
BUENOS AIRES,Rauch,Rauch,6672010,896,0,6,514,0,1,0,93,12705.0,-36.7755035485732,-59.0871114029954,1510
BUENOS AIRES,Rivadavia,América,6679010,565,928,0,1023,344,1,0,810,11685.0,-35.4903412429492,-62.9763759840765,3671
BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020,272,0,0,142,69,0,0,0,1086.0,-35.7048848499519,-63.0230332752501,483
BUENOS AIRES,Rivadavia,González Moreno,6679030,0,0,0,0,0,0,0,1,1610.0,-35.5576529256075,-63.3815800402317,1
BUENOS AIRES,Rivadavia,Sansinena,6679070,0,0,0,140,62,0,0,175,522.0,-35.2750295400617,-63.2135436741919,377
BUENOS AIRES,Rojas,Las Carabelas,6686020,0,0,0,195,0,1,0,47,1107.0,-34.0381002651925,-60.8685264174218,243
BUENOS AIRES,Rojas,Rojas,6686060,522,3705,2,1164,0,0,0,1479,19766.0,-34.1961600446015,-60.7332636467146,6872
BUENOS AIRES,Rojas,Rafael Obligado,6686040,0,0,0,0,0,0,0,26,901.0,-34.3588132488617,-60.7845693256007,26
BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,0,0,0,156,0,0,0,39,399.0,-35.4854690457283,-59.1017155978911,195
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,157,548,1,1749,0,0,0,293,10358.0,-35.4016375824204,-59.3346857845207,2748
BUENOS AIRES,Saavedra,Espartillar,6700040,0,0,0,314,0,0,0,79,785.0,-37.3604343942367,-62.4297386825705,393
BUENOS AIRES,Saavedra,Pigüé,6700060,164,0,3,5107,0,0,0,0,14383.0,-37.6063896033626,-62.4057728759143,5274
BUENOS AIRES,Saavedra,Saavedra,6700070,0,0,0,9,0,0,0,23,2276.0,-37.7636402199499,-62.3506328041255,32
BUENOS AIRES,Saavedra,Goyena,6700050,0,0,0,44,0,0,0,0,516.0,-37.7192518502325,-62.6071296330023,44
BUENOS AIRES,Saavedra,Arroyo Corto,6700010,0,0,0,259,0,0,0,0,514.0,-37.512917973477,-62.3116837747426,259
BUENOS AIRES,Saladillo,Del Carril,6707040,0,0,0,0,0,0,0,2,1270.0,-35.5127172285926,-59.5158202035334,2
BUENOS AIRES,Saladillo,Saladillo,6707060,548,4716,0,4324,47,1,0,392,26763.0,-35.6404298805989,-59.7790589845354,10028
BUENOS AIRES,Saladillo,Cazón,6707030,0,0,0,45,0,0,0,0,209.0,-35.576803202395,-59.6645037628687,45
BUENOS AIRES,Saladillo,Alvarez de Toledo,6707010,0,0,0,40,0,0,0,0,213.0,-35.6391609182127,-59.6292383440582,40
BUENOS AIRES,Salliqueló,Quenumá,6721010,0,0,0,0,36,0,0,0,653.0,-36.5689908284906,-63.0876229573465,36
BUENOS AIRES,Salliqueló,Salliqueló,6721020,128,0,3,0,0,2,0,0,7617.0,-36.7511653813281,-62.9599573443115,133
BUENOS AIRES,Salto,Arroyo Dulce,6714010,438,0,0,51,0,0,0,37,1715.0,-34.1024332833136,-60.4061551794069,526
BUENOS AIRES,Salto,Gahan,6714030,181,0,0,0,0,0,10,0,648.0,-34.3380744009945,-60.0992736191527,191
BUENOS AIRES,Salto,Inés Indart,6714040,0,0,0,15,189,0,0,41,911.0,-34.3994163305262,-60.5436825925267,245
BUENOS AIRES,Salto,Salto,6714060,809,1463,0,8131,0,0,0,677,27466.0,-34.2921598652878,-60.2546244496406,11080
BUENOS AIRES,Salto,La Invencible,6714050,0,0,0,0,0,0,0,28,77.0,-34.2687422037239,-60.3853645216588,28
BUENOS AIRES,San Andrés de Giles,Azcuénaga,6728010,0,0,0,55,7,0,0,54,312.0,-34.3637910907784,-59.3745991110996,116
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,388,770,1,3725,486,1,0,0,16243.0,-34.4459080814748,-59.4451673563949,5371
BUENOS AIRES,San Andrés de Giles,Solís,6728050,46,0,0,261,0,1,0,107,1001.0,-34.2989712949513,-59.3250547278241,415
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,6728070,0,0,0,140,0,0,0,86,477.0,-34.4352021828488,-59.260395880426,226
BUENOS AIRES,San Andrés de Giles,Villa Espil,6728060,0,0,0,0,0,0,0,104,157.0,-34.5066814044811,-59.3372661316763,104
BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,0,0,0,0,218,0,0,24,551.0,-34.4460870677999,-59.3622553297801,242
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,965,1967,5,3161,0,1,0,2223,19768.0,-34.2503763113877,-59.4708634797005,8322
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,165,0,0,362,0,0,0,56,1182.0,-34.1237740718192,-59.4313725724126,583
BUENOS AIRES,San Antonio de Areco,Duggan,6735010,0,0,0,231,0,0,0,278,573.0,-34.2071973030208,-59.6357055338083,509
BUENOS AIRES,San Cayetano,Balneario San Cayetano,6742010,0,0,0,135,0,0,0,1,46.0,-38.7481815016452,-59.429204589717,136
BUENOS AIRES,San Cayetano,San Cayetano,6742030,116,1054,0,902,0,0,0,268,7354.0,-38.346970946847,-59.6063826058006,2340
BUENOS AIRES,San Cayetano,Ochandío,6742020,0,0,0,0,0,0,0,15,51.0,-38.3598244506044,-59.7935349347064,15
BUENOS AIRES,San Fernando,San Fernando,6749010,1318,15641,2,11822,13,0,0,109,74814.0,-34.4473601745411,-58.5690015916776,28905
BUENOS AIRES,San Fernando,Victoria,6749010,665,12210,2,3401,5,2,0,1,42703.0,-34.4619820050413,-58.5595970877081,16286
BUENOS AIRES,San Fernando,Virreyes,6749010,173,6846,0,4341,1,0,0,0,42768.0,-34.4636240092728,-58.5761941633194,11361
BUENOS AIRES,San Isidro,Acassuso,6756010,188,4720,1,1129,1,1,0,0,12902.0,-34.4794018120083,-58.5074043996961,6040
BUENOS AIRES,San Isidro,Beccar,6756010,878,15011,0,2090,4,0,0,80,59088.0,-34.4674159462571,-58.5400343502635,18063
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,802,17566,4,6993,13,1,0,3,73842.0,-34.4983312888498,-58.5700137209729,25382
BUENOS AIRES,San Isidro,Martínez,6756010,1045,21334,50,8649,13,1,0,0,66169.0,-34.4944230772436,-58.5105732755943,31092
BUENOS AIRES,San Isidro,San Isidro,6756010,696,18810,3,4332,16,1,0,1,45403.0,-34.4770412162141,-58.52719519996,23859
BUENOS AIRES,San Isidro,Villa Adelina,6756010,366,8755,0,3323,7,0,0,0,35473.0,-34.5151197673508,-58.5457579220177,12451
BUENOS AIRES,San Miguel,Bella Vista,6760010,54,3685,36,8290,10,2,0,1409,74138.0,-34.5751401519414,-58.6960409885544,13486
BUENOS AIRES,San Miguel,Campo De Mayo,6760010,0,0,0,0,0,1,0,0,1525.0,-34.5346818189868,-58.6513860167431,1
BUENOS AIRES,San Miguel,Muñiz,6760010,52,3630,5,1936,0,0,0,0,28615.0,-34.5557351629874,-58.7080227572424,5623
BUENOS AIRES,San Miguel,San Miguel,6760010,295,80947,60,13417,47,2,0,604,171913.0,-34.5536228677773,-58.7347875195953,95372
BUENOS AIRES,San Nicolás,Conesa,6763010,670,0,0,1169,0,1,0,27,2066.0,-33.5962124822607,-60.3541264450858,1867
BUENOS AIRES,San Nicolás,Erézcano,6763020,0,0,0,0,0,0,0,108,434.0,-33.5232449410318,-60.3174454958625,108
BUENOS AIRES,San Nicolás,General Rojo,6763030,0,0,0,608,0,0,0,0,2464.0,-33.4758683523604,-60.2874270636731,608
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,6763050,5934,15663,2,16756,0,2,0,53,133602.0,-33.3487082868277,-60.231333927581,38410
BUENOS AIRES,San Pedro,Río Tala,6770040,0,0,0,2,237,0,0,0,1814.0,-33.769589927701,-59.6383708591324,239
BUENOS AIRES,San Pedro,San Pedro,6770050,1389,5119,0,9880,78,3,0,202,47452.0,-33.6791252253366,-59.6668951027895,16671
BUENOS AIRES,San Pedro,Santa Lucía,6770060,0,0,0,3,0,2,0,0,2360.0,-33.8794559527188,-59.8753284459435,5
BUENOS AIRES,San Pedro,Pueblo Doyle,6770030,0,0,0,0,0,0,0,8,528.0,-33.9050057189811,-59.8187532271261,8
BUENOS AIRES,San Vicente,Alejandro Korn,6778020,14,3361,4,7017,5,0,0,332,34760.0,-35.0135125285778,-58.3865346894091,10733
BUENOS AIRES,San Vicente,Domselaar,6778020,0,1253,0,0,0,0,0,52,0.0,-35.048692550243,-58.3145745868708,1305
BUENOS AIRES,San Vicente,San Vicente,6778020,395,4413,4,604,1,0,0,395,23405.0,-35.010404143813,-58.4699705982043,5812
BUENOS AIRES,Suipacha,General Rivas,6784010,96,0,0,0,0,0,0,123,478.0,-34.6100370680434,-59.7504234207746,219
BUENOS AIRES,Suipacha,Suipacha,6784020,219,0,2,3307,0,0,0,506,8403.0,-34.7712617839883,-59.6879181821818,4034
BUENOS AIRES,Tandil,De la Canal,6791010,0,0,0,0,5,0,0,39,57.0,-37.1293125663244,-59.105380206456,44
BUENOS AIRES,Tandil,Gardey,6791030,0,0,0,281,36,0,0,23,532.0,-37.2823323375205,-59.3630004748452,340
BUENOS AIRES,Tandil,María Ignacia  (Est. Vela),6791040,268,0,0,0,0,0,0,25,,,,293
BUENOS AIRES,Tandil,OTROS,Sin Datos,0,0,0,0,45,0,0,0,,,,45
BUENOS AIRES,Tandil,Tandil,6791050,797,41674,184,3328,83,3,0,1004,116916.0,-37.3238849060878,-59.1310691770429,47073
BUENOS AIRES,Tandil,Desvío Aguirre,6791050,0,0,0,12,0,0,0,1,0.0,-37.35,-59.0,13
BUENOS AIRES,Tapalqué,Tapalqué,6798020,0,0,0,1,0,1,0,0,7444.0,-36.3573669882462,-60.0247443487218,2
BUENOS AIRES,Tigre,Benavídez,6805010,834,9113,0,11252,0,3,0,1605,42781.0,-34.4104347356392,-58.6887919689512,22807
BUENOS AIRES,Tigre,Dique Luján,6805010,14,2434,0,207,0,0,0,104,3351.0,-34.3717750147952,-58.6917925096496,2759
BUENOS AIRES,Tigre,Don Torcuato Este,6805010,500,12898,3,12914,6,0,0,23,38359.0,-34.4869370480479,-58.6159410299812,26344
BUENOS AIRES,Tigre,El Talar,6805010,179,7371,0,8440,2,0,0,79,54374.0,-34.4713213368481,-58.6570301927479,16071
BUENOS AIRES,Tigre,General Pacheco,6805010,1549,11470,1,4892,7,2,0,10,54208.0,-34.4523088119909,-58.6448936162046,17931
BUENOS AIRES,Tigre,Los Troncos Del Talar,6805010,203,6485,0,3753,0,1,0,0,37016.0,-34.4425672031974,-58.6174364127772,10442
BUENOS AIRES,Tigre,OTROS,Sin Datos,0,0,0,2,0,0,0,0,,,,2
BUENOS AIRES,Tigre,Ricardo Rojas,6805010,1056,3586,0,2481,6,0,0,0,24410.0,-34.4563339674448,-58.6806670320976,7129
BUENOS AIRES,Tigre,Rincón de Milberg,6805010,806,9367,0,2532,0,0,0,45,34588.0,-34.4097532043357,-58.6304827023614,12750
BUENOS AIRES,Tigre,Tigre,6805010,380,12439,0,6533,6,5,0,176,38954.0,-34.4266925110065,-58.5779717541318,19539
BUENOS AIRES,Tigre,Don Torcuato Oeste,6805010,0,0,0,1,0,0,0,186,42873.0,-34.5035354582885,-58.6275286549289,187
BUENOS AIRES,Tigre,Nordelta,6805010,0,5787,0,3596,0,0,0,0,0.0,-34.4065916,-58.6712671,9383
BUENOS AIRES,Tordillo,General Conesa,6812010,35,227,0,0,0,0,0,63,1302.0,-36.5208587437818,-57.3249371025508,325
BUENOS AIRES,Tordillo,Villa Roch,6812010,0,0,0,0,0,0,0,11,0.0,-36.4735206430311,-57.3384090004103,11
BUENOS AIRES,Tornquist,Saldungaray,6819020,616,0,0,0,0,0,0,0,1351.0,-38.2028131038038,-61.7678925154653,616
BUENOS AIRES,Tornquist,Sierra de la Ventana,6819030,0,486,0,727,0,0,0,0,2165.0,-38.1366716139365,-61.7956860399239,1213
BUENOS AIRES,Tornquist,Tornquist,6819040,110,966,0,1461,0,1,0,0,6473.0,-38.0989983131157,-62.2218091270044,2538
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,6819060,0,119,0,0,0,0,0,0,52.0,-38.0568266332177,-62.0782618310425,119
BUENOS AIRES,Tornquist,Villa Ventana,6819070,475,0,0,0,0,0,0,0,609.0,-38.0795765714478,-61.9311383483155,475
BUENOS AIRES,Trenque Lauquen,30 de Agosto,6826040,0,184,0,1396,2376,0,0,0,4777.0,-36.2779720057322,-62.5453088654651,3956
BUENOS AIRES,Trenque Lauquen,OTROS,Sin Datos,0,0,0,0,0,4,0,0,,,,4
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,6826050,2369,0,61,13543,0,1,0,1241,33442.0,-35.9746951559846,-62.7323099655579,17215
BUENOS AIRES,Trenque Lauquen,Girodias,6826020,47,0,0,0,0,0,0,2,161.0,-36.367451804132,-62.3569660936558,49
BUENOS AIRES,Trenque Lauquen,La Carreta,6826030,0,0,0,0,0,0,0,2,45.0,-36.207576751709,-62.2386894226074,2
BUENOS AIRES,Trenque Lauquen,Trongé,6826060,0,0,0,0,0,0,0,2,23.0,-36.4603092402658,-62.4871229040303,2
BUENOS AIRES,Trenque Lauquen,Berutti,6826010,0,0,0,282,0,0,0,0,1098.0,-35.8580311359835,-62.5126328995628,282
BUENOS AIRES,Tres Arroyos,Claromecó,6833020,228,0,0,786,0,0,0,1167,2081.0,-38.7973744243016,-60.107623035402,2181
BUENOS AIRES,Tres Arroyos,Copetonas,6833030,0,0,0,1,0,0,0,89,1017.0,-38.7227403438549,-60.4519655195991,90
BUENOS AIRES,Tres Arroyos,Lin Calel,6833040,0,0,0,0,0,0,0,11,0.0,-38.7081778337076,-60.2417246463467,11
BUENOS AIRES,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),6833050,0,0,0,1,0,0,0,176,,,,177
BUENOS AIRES,Tres Arroyos,Orense,6833060,0,0,1,246,407,0,0,146,2063.0,-38.6855169253543,-59.7764287092023,800
BUENOS AIRES,Tres Arroyos,Reta,6833070,0,0,0,0,0,0,0,224,495.0,-38.8970805514765,-60.343409791669,224
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,6833080,0,0,0,0,0,0,0,158,523.0,-38.6931705173547,-60.0141786926695,158
BUENOS AIRES,Tres Arroyos,San Mayol,6833090,0,0,0,0,0,0,0,18,63.0,-38.3177365227324,-60.0258421214843,18
BUENOS AIRES,Tres Arroyos,Tres Arroyos,6833100,1077,14088,57,1663,54,1,0,1341,46867.0,-38.3771785795114,-60.2755588939396,18281
BUENOS AIRES,Tres De Febrero,11 De Septiembre,6840010,6,1287,0,4,1,0,0,0,4402.0,-34.566314345456,-58.6183600679169,1298
BUENOS AIRES,Tres De Febrero,Caseros,6840010,1694,24734,2,9437,26,1,0,2,91280.0,-34.608872950993,-58.5636644572416,35896
BUENOS AIRES,Tres De Febrero,Churruca,6840010,2,955,0,1630,0,0,0,0,5846.0,-34.5589664800215,-58.6228016204112,2587
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,6840010,276,5555,0,925,2,0,0,0,17794.0,-34.5961197253917,-58.5965998962097,6758
BUENOS AIRES,Tres De Febrero,Ciudadela,6840010,127,11780,66,16040,53,3,0,4,73939.0,-34.6326965166188,-58.5424067827037,28073
BUENOS AIRES,Tres De Febrero,El Libertador,6840010,53,3041,0,1,0,0,0,0,15270.0,-34.5564986200599,-58.622337837699,3095
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,6840010,32,2022,0,591,3,0,0,5,7300.0,-34.6171528691842,-58.5342186326877,2653
BUENOS AIRES,Tres De Febrero,Loma Hermosa,6840010,369,6058,0,58,18,0,0,0,18152.0,-34.5684066633166,-58.603081885803,6503
BUENOS AIRES,Tres De Febrero,Martín Coronado,6840010,45,5271,1,2893,6,0,0,0,19326.0,-34.5852038063892,-58.5918755543704,8216
BUENOS AIRES,Tres De Febrero,Pablo Podestá,6840010,1322,3626,0,9,12,0,0,438,12990.0,-34.5758246152249,-58.6202497472316,5407
BUENOS AIRES,Tres De Febrero,Remedios De Escalada,6840010,33,3119,0,9187,16,0,0,0,11987.0,-34.5705752444729,-58.620118067161,12355
BUENOS AIRES,Tres De Febrero,Saenz Peña,6840010,152,5617,0,982,0,1,0,1,11666.0,-34.5992886088748,-58.5320796402641,6753
BUENOS AIRES,Tres De Febrero,Santos Lugares,6840010,188,6779,0,1389,8,0,0,1,17205.0,-34.5991533496562,-58.5478835120962,8365
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010,58,7657,0,6518,3,0,0,0,24967.0,-34.5822981982887,-58.5802932642206,14236
BUENOS AIRES,Tres De Febrero,Villa Raffo,6840010,72,2082,0,725,3,0,0,0,7948.0,-34.6083090753398,-58.5319718083201,2882
BUENOS AIRES,Tres Lomas,Tres Lomas,6847020,62,814,1,408,319,0,0,179,8061.0,-36.458109497037,-62.8621355091327,1783
BUENOS AIRES,Vicente López,Carapachay,6861010,317,5112,1,2753,2,0,0,0,14923.0,-34.5259149691463,-58.5357639427634,8185
BUENOS AIRES,Vicente López,Florida,6861010,503,12753,2,9332,6,0,0,2,47339.0,-34.5327432636609,-58.4910979599198,22598
BUENOS AIRES,Vicente López,Florida Oeste,6861010,273,5544,0,3642,5,1,0,245,27261.0,-34.5394223366496,-58.5148137943065,9710
BUENOS AIRES,Vicente López,La Lucila,6861010,111,3681,1,1985,1,0,0,0,12014.0,-34.4985433329471,-58.486582489457,5779
BUENOS AIRES,Vicente López,Munro,6861010,290,8780,8,7059,10,1,0,1,35234.0,-34.5272623078248,-58.5255060588714,16149
BUENOS AIRES,Vicente López,Olivos,6861010,784,20934,4,14321,10,1,0,0,74242.0,-34.512161433984,-58.4985444232342,36054
BUENOS AIRES,Vicente López,Vicente López,6861010,198,8944,3,4892,17,0,0,1,23668.0,-34.525536745172,-58.4736495025234,14055
BUENOS AIRES,Vicente López,Villa Adelina,6861010,0,546,0,1358,0,0,0,0,9122.0,-34.5287596487564,-58.5460242623901,1904
BUENOS AIRES,Vicente López,Villa Martelli,6861010,492,5489,1,5656,3,0,0,375,25616.0,-34.5525979527695,-58.5091432644227,12016
BUENOS AIRES,Villa Gesell,Villa Gesell,6868020,5011,0,0,6583,107,0,0,0,29593.0,-37.2464704698501,-56.9707267624406,11701
BUENOS AIRES,Villarino,Juan Cousté  (Est. Algarrobo),6875040,0,0,1,0,0,0,0,82,,,,83
BUENOS AIRES,Villarino,Mayor Buratovich,6875050,0,0,0,630,0,0,0,0,5372.0,-39.2590946793617,-62.6157889589915,630
BUENOS AIRES,Villarino,Médanos,6875060,461,523,1,0,0,0,0,103,5245.0,-38.8293145512181,-62.6943321574343,1088
BUENOS AIRES,Villarino,Pedro Luro,6875070,379,582,0,1666,1,0,0,550,9494.0,-39.5007767274615,-62.6874317159849,3178
BUENOS AIRES,Villarino,Argerich,6875010,0,0,0,0,0,0,0,31,80.0,-38.7686560837266,-62.6025276771033,31
BUENOS AIRES,Villarino,Teniente Origone,6875080,0,0,0,0,0,0,0,16,145.0,-39.0580586668564,-62.5697137402023,16
BUENOS AIRES,Villarino,Country Los Medanos,6875025,0,0,0,0,0,0,0,267,61.0,-38.8468445915571,-62.738741885831,267
BUENOS AIRES,Zárate,Lima,6882040,1,0,0,1,0,0,0,0,10219.0,-34.0436335939636,-59.1973339595539,2
BUENOS AIRES,Zárate,Zárate,6882050,845,27399,0,1003,700,5,0,1525,98522.0,-34.0998630672257,-59.024557255152,31477
BUENOS AIRES,AMBA,OTROS,Sin Datos,0,0,0,0,0,0,0,13,,,,13
CABA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2000010,58700,1198835,2050,182520,27703,67,0,4492,,,,1474367
CATAMARCA,Ambato,El Bolsón,10007030,0,0,0,0,0,1,0,0,289.0,-27.9038743420396,-65.8884829262542,1
CATAMARCA,Ambato,El Rodeo,10007040,0,0,0,0,0,1,0,152,1007.0,-28.2141516424861,-65.8738600634115,153
CATAMARCA,Ambato,La Puerta,10007060,0,0,0,0,0,5,0,0,706.0,-28.1764379052117,-65.7863037835082,5
CATAMARCA,Ambato,Las Chacritas,10007070,0,0,0,0,0,1,0,0,74.0,-27.6464168267027,-65.9533446470458,1
CATAMARCA,Ambato,Los Varela,10007110,0,0,0,0,0,1,0,0,443.0,-27.9279942328057,-65.8822302327591,1
CATAMARCA,Ambato,Los Talas,10007100,0,0,0,0,0,0,0,66,170.0,-27.94999754917,-65.875829814164,66
CATAMARCA,Ancasti,Ancasti,10014010,0,0,0,0,0,1,0,0,361.0,-28.809829766706,-65.5021019996524,1
CATAMARCA,Andalgalá,Andalgalá,10021020,682,0,0,144,1,2,0,203,12600.0,-27.5732225954972,-66.3235466394645,1032
CATAMARCA,Andalgalá,Chaquiago,10021030,0,0,0,9,0,1,0,14,1096.0,-27.5368955481985,-66.3350568927423,24
CATAMARCA,Andalgalá,El Potrero,10021070,0,0,0,13,0,0,0,0,184.0,-27.5162322380357,-66.3434280762552,13
CATAMARCA,Andalgalá,Aconquija,10021010,0,0,0,0,0,1,0,0,0.0,-27.4743798884533,-66.0266884349829,1
CATAMARCA,Andalgalá,El Alamito,10021050,0,0,0,0,0,0,0,20,734.0,-27.333537875981,-66.022985174122,20
CATAMARCA,Andalgalá,La Aguada,10021080,0,0,0,11,0,0,0,5,378.0,-27.534089032104,-66.3117750484602,16
CATAMARCA,Andalgalá,La Mesada,10021010,0,0,0,1,0,0,0,0,0.0,-27.4511959792163,-66.0199688270559,1
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,10028010,0,0,0,0,0,4,0,0,730.0,-26.0632957365737,-67.4116706391736,4
CATAMARCA,Belén,Belén,10035020,0,0,0,0,0,5,0,30,12256.0,-27.6337582271366,-67.0181224346383,35
CATAMARCA,Belén,Hualfín,10035070,0,0,0,0,0,1,0,0,987.0,-27.2251089488391,-66.8257494663378,1
CATAMARCA,Belén,Londres,10035110,0,0,0,0,0,1,0,20,2456.0,-27.7091441699136,-67.1521288574758,21
CATAMARCA,Belén,El Durazno,10035050,0,0,0,0,0,1,0,0,378.0,-27.2352160693093,-67.0644302349354,1
CATAMARCA,Belén,Las Juntas,10035100,0,0,0,0,0,0,0,5,258.0,-27.5255267279244,-67.1230327103174,5
CATAMARCA,Capayán,Capayán,10042030,0,0,0,0,0,1,0,0,636.0,-28.7807106449765,-66.0386455444458,1
CATAMARCA,Capayán,Chumbicha,10042040,105,0,0,5,0,1,0,474,4531.0,-28.8475652676601,-66.2413567840968,585
CATAMARCA,Capayán,Colonia del Valle,10042050,0,0,0,0,0,1,0,0,854.0,-28.6659572317315,-65.8752053335172,1
CATAMARCA,Capayán,Colonia Nueva Coneta,10042060,0,0,0,10,0,1,0,9,1951.0,-28.5859218596167,-65.8384330489801,20
CATAMARCA,Capayán,Coneta,10042080,0,0,0,10,0,1,0,0,653.0,-28.5824940471212,-65.8832899522771,11
CATAMARCA,Capayán,Huillapima,10042100,0,0,0,5,0,1,0,9,2416.0,-28.7326533523263,-65.9692671337206,15
CATAMARCA,Capayán,Miraflores,10042120,0,0,0,7,0,2,0,10,1650.0,-28.61156437771,-65.9045510608673,19
CATAMARCA,Capayán,San Martín,10042130,0,0,0,0,0,7,0,0,426.0,-29.2514238184412,-65.7966971627176,7
CATAMARCA,Capayán,Los Angeles,10042110,0,0,0,0,0,0,0,5,383.0,-28.4757282890296,-65.9584714095267,5
CATAMARCA,Capital,El Pantanillo,10049020,4,0,0,36,0,2,0,0,44.0,-28.5416893432334,-65.8026632730873,42
CATAMARCA,Capital,San Fernando del Valle de Catamarca,10049030,3937,10980,1,46299,0,1,0,14,159139.0,-28.4846581947085,-65.7867892937631,61232
CATAMARCA,El Alto,El Alto,10056010,0,0,0,0,0,1,0,28,754.0,-28.3027477561138,-65.3693767192491,29
CATAMARCA,El Alto,Tapso,10056050,0,0,0,0,0,1,0,0,191.0,-28.415904197716,-65.1086409589416,1
CATAMARCA,La Paz,Icaño,10070070,0,0,0,0,0,1,0,0,2104.0,-28.9308886124085,-65.2902158081112,1
CATAMARCA,La Paz,Recreo,10070140,63,36,0,1882,0,1,0,5,11847.0,-29.2768611237227,-65.0565641552447,1987
CATAMARCA,La Paz,San Antonio,10070150,0,0,0,0,0,0,0,26,1835.0,-28.9331053161662,-65.0949655869377,26
CATAMARCA,La Paz,Quirós,10070120,0,0,0,0,0,0,0,27,1156.0,-28.7883056058069,-65.1007302335708,27
CATAMARCA,Paclín,La Merced,10077050,67,0,0,0,0,4,0,5,1759.0,-28.1537649054231,-65.6696062414473,76
CATAMARCA,Paclín,La Viña,10077060,0,0,0,0,0,0,0,10,129.0,-28.044445782746,-65.6079383578395,10
CATAMARCA,Paclín,Las Lajas,10077070,0,0,0,0,0,1,0,0,136.0,-27.826913357423,-65.7401079267206,1
CATAMARCA,Paclín,San Antonio,10077100,0,0,0,0,0,1,0,7,266.0,-28.0073083693979,-65.726850392729,8
CATAMARCA,Pomán,Mutquin,10084060,0,0,0,0,0,1,0,0,1075.0,-28.3178455729042,-66.1420642866296,1
CATAMARCA,Pomán,Pomán,10084070,0,0,0,0,0,2,0,0,2856.0,-28.3927801149204,-66.2220823999264,2
CATAMARCA,Pomán,San Miguel,10084090,0,0,0,0,0,0,0,7,413.0,-28.1297413013666,-66.2019565174868,7
CATAMARCA,Pomán,Saujil,10084100,0,0,0,0,0,1,0,169,2368.0,-28.173337080009,-66.2145148644181,170
CATAMARCA,Pomán,Siján,10084110,0,0,0,0,0,1,0,0,1169.0,-28.2623558875079,-66.2209299175292,1
CATAMARCA,Pomán,Colpes,10084030,0,0,0,0,0,0,0,16,774.0,-28.0606503909839,-66.2065039006705,16
CATAMARCA,Santa María,La Loma,10091100,75,0,0,73,0,1,0,0,388.0,-26.7574990827117,-66.0331064865258,149
CATAMARCA,Santa María,San José,10091140,126,0,0,138,0,1,0,0,2901.0,-26.77456,-66.0347,265
CATAMARCA,Santa María,Santa María,10091150,925,0,0,823,0,1,0,5,11648.0,-26.6891167120231,-66.018884441311,1754
CATAMARCA,Santa María,Chañar Punco,10091030,34,0,0,137,0,0,0,0,1736.0,-26.7588342868363,-66.0493067195716,171
CATAMARCA,Santa María,Famatanca,10091070,45,0,0,0,0,0,0,0,589.0,-26.8101195558413,-66.0595221384282,45
CATAMARCA,Santa María,Las Mojarras,10091110,47,0,0,107,0,0,0,0,959.0,-26.6988604981977,-66.0387334407325,154
CATAMARCA,Santa María,Loro Huasi,10091120,107,0,0,95,0,0,0,0,1547.0,-26.7361383729613,-66.0217845814202,202
CATAMARCA,Santa Rosa,Alijilán,10098010,0,0,0,0,0,2,0,0,1396.0,-28.1771812692249,-65.4915924205872,2
CATAMARCA,Santa Rosa,Bañado de Ovanta,10098020,0,0,0,0,0,1,0,0,1096.0,-28.1034003361447,-65.3076846046355,1
CATAMARCA,Santa Rosa,Lavalle,10098040,0,0,0,0,0,1,0,0,792.0,-28.1946338127179,-65.1137806266473,1
CATAMARCA,Santa Rosa,Los Altos,10098050,0,0,0,0,0,1,0,6,4490.0,-28.0488590493489,-65.4973640431533,7
CATAMARCA,Tinogasta,Fiambalá,10105110,0,0,0,8,0,2,0,7,4693.0,-27.69316213413,-67.608574901701,17
CATAMARCA,Tinogasta,Tinogasta,10105180,452,0,0,1828,0,2,0,0,11485.0,-28.0637510698675,-67.5802695760226,2282
CATAMARCA,Valle Viejo,El Portezuelo,10112010,0,0,0,0,0,6,0,0,410.0,-28.4818680419511,-65.6351326652418,6
